City,서울,인천,수원,성남,고양,용인,안산,연천,안양,남양주,부천,화성,평택,군포,광명,김포,의정부,시흥,광주(경기),동두천,오산,의왕,파주,양주,하남,포천,이천,양평
광명,36.01580930907064,35.552079229125695,22.27980110130689,26.1312109797559,29.660588865371498,11.96451324932712,32.47973173666499,0.0,37.80732290894091,14.397055513611008,40.36678282344474,19.020509432737825,0.0,35.88433782831102,0.0,29.717726879692307,17.496616845402286,37.8071535211841,14.793467226228998,0.0,8.931462561376726,32.75226482013632,17.60234087222173,12.322861564151694,18.48610398404619,0.0,0.0,0.0
김포,26.223031674656404,32.35026947494103,2.1651061089600248,7.7369143797705675,38.673605041721544,0.0,15.903010333895224,0.0,17.52505603437733,5.738841601505314,37.035642238985545,2.7603679436344137,0.0,15.899979629038278,29.717726879692307,0.0,18.817505721685084,22.81141109733953,0.0,6.075112532466129,0.0,12.598016843052399,33.101574052203674,15.319000069666465,5.177621407769571,0.0,0.0,0.0
의정부,30.332302836311868,7.3467987162652335,0.0,13.77505479705632,30.141614301116714,0.0,0.45406370964879983,10.163739820025569,11.243678748259903,30.28509903216338,14.74515043608504,0.0,0.0,7.417540992848984,17.496616845402286,18.817505721685084,0.0,5.304708552097345,8.586633931168564,31.746159358811468,0.0,5.943180626952795,27.081253982760742,44.65553352527495,22.77983721453796,27.264146575431173,0.0,1.532293656124999
시흥,24.110371209050733,37.9401354154016,26.13430244348761,20.94093366890976,18.989008998904858,13.324356493930892,43.06853988735132,0.0,36.21720009468446,3.6417606320185527,35.75346351290848,29.805430084630597,0.24864298912851268,38.05148486738808,37.8071535211841,22.81141109733953,5.304708552097345,0.0,9.774031004870132,0.0,14.67889163432973,34.79579666975354,7.767109200975007,0.14287419475328988,9.487675668117063,0.0,0.0,0.0
광주(경기),19.917926597679248,1.0602155234385364,24.23860141507172,38.55909508197814,3.4945317297399754,30.122365951364902,11.202387057484735,0.0,23.54529734297291,24.5990124318333,5.203150574487324,5.788654157293088,1.6845418792648488,21.21692447493059,14.793467226228998,0.0,8.586633931168564,9.774031004870132,0.0,0.0,16.462690887763294,23.58856152076162,0.0,4.344435868369821,35.11646274339003,0.0,27.81085870151463,27.513262588413426
동두천,12.151117066129252,0.0,0.0,0.0,16.378878147247633,0.0,0.0,28.39424833358799,0.0,17.502746921222382,0.0,0.0,0.0,0.0,0.0,6.075112532466129,31.746159358811468,0.0,0.0,0.0,0.0,0.0,20.39687601103939,37.07182409586667,7.599650307636537,37.664656131803376,0.0,0.0
오산,2.5219191158121887,2.629979740247883,36.33133211315137,19.0853861690748,0.0,35.75731650461089,21.04272405161498,0.0,20.557034055759935,0.0,1.6747068318783462,27.84999160452963,33.22449215186826,23.045740501858084,8.931462561376726,0.0,0.0,14.67889163432973,16.462690887763294,0.0,0.0,26.05743345323743,0.0,0.0,4.457752062067996,0.0,13.510960848781465,0.0
의왕,25.356274135208775,23.634620549323987,39.52726835941664,33.646171486004,13.15456520349862,28.15167535347739,37.591519811323735,0.0,44.39555898508491,10.898294633002934,24.618942616661595,29.82643386090596,9.717725071968246,46.48714789144601,32.75226482013632,12.598016843052399,5.943180626952795,34.79579666975354,23.58856152076162,0.0,26.05743345323743,0.0,0.8529025744316172,0.6093373012862884,19.31405437324126,0.0,7.022969320047089,1.2353203928216274
파주,22.04328034362448,15.744721289804296,0.0,1.161093877751469,37.66405076554488,0.0,1.136958563736144,4.357642589136418,6.3603366816326385,8.706409367222413,21.633491176959076,0.0,0.0,3.675163029053678,17.60234087222173,33.101574052203674,27.081253982760742,7.767109200975007,0.0,20.39687601103939,0.0,0.8529025744316172,0.0,25.993232087992546,4.155437301344115,9.691054684086161,0.0,0.0
양주,24.993811593609575,2.7087409169469012,0.0,8.853044148285235,26.48379749654297,0.0,0.0,15.47238861861726,5.900423607461136,27.60174922956421,10.083240179664841,0.0,0.0,2.07318615592348,12.322861564151694,15.319000069666465,44.65553352527495,0.14287419475328988,4.344435868369821,37.07182409586667,0.0,0.6093373012862884,25.993232087992546,0.0,18.906834078090018,31.769187854827063,0.0,0.0
하남,28.911461416515735,4.057186649921249,15.267777501076267,34.67354935606614,13.752185489013307,16.745958852483483,8.369932465049288,0.0,22.1164373742869,39.265471538636305,9.927564342526175,0.0,0.0,18.471630292280146,18.48610398404619,5.177621407769571,22.77983721453796,9.487675668117063,35.11646274339003,7.599650307636537,4.457752062067996,19.31405437324126,4.155437301344115,18.906834078090018,0.0,10.545538503954482,14.644959038457856,25.315460030112366
포천,8.650096251863253,0.0,0.0,0.0,8.292634353365386,0.0,0.0,25.136477261407844,0.0,21.261548107847577,0.0,0.0,0.0,0.0,0.0,0.0,27.264146575431173,0.0,0.0,37.664656131803376,0.0,0.0,9.691054684086161,31.769187854827063,10.545538503954482,0.0,0.0,0.0
이천,0.0,0.0,12.935025036819397,17.691823708636797,0.0,25.804753482712997,0.0,0.0,4.8275349306892466,5.566969664002158,0.0,0.0,5.164470181849502,3.81479264257176,0.0,0.0,0.0,0.0,27.81085870151463,0.0,13.510960848781465,7.022969320047089,0.0,0.0,14.644959038457856,0.0,0.0,26.192689368488075
양평,4.253535389441538,0.0,2.142158278354451,17.126281593984324,0.0,10.93661690355939,0.0,0.0,1.847155171164161,21.24353692242496,0.0,0.0,0.0,0.0,0.0,0.0,1.532293656124999,0.0,27.513262588413426,0.0,0.0,1.2353203928216274,0.0,0.0,25.315460030112366,0.0,26.192689368488075,0.0
